fold,model,variant,accuracy,precision,recall,f1,auc,threshold
0,Random Forest,base,0.9804753820033956,0.963855421686747,0.8,0.8743169398907104,0.9970037105751393,
0,Random Forest,tuned,0.9881154499151104,0.8981481481481481,0.97,0.9326923076923077,0.9970037105751393,0.18
