fold,model,variant,accuracy,precision,recall,f1,auc,threshold
0,SGD Classifier,base,0.9887926642893531,0.9503105590062112,0.9161676646706587,0.9329268292682927,0.9965992291586093,
0,SGD Classifier,tuned,0.9811512990320937,0.8282828282828283,0.9820359281437125,0.8986301369863013,0.9965992291586093,-0.7398870768750814
