fold,model,variant,accuracy,precision,recall,f1,auc,threshold
0,Decision Tree,base,0.9779286926994907,0.8936170212765957,0.84,0.865979381443299,0.9153617810760666,
0,Decision Tree,tuned,0.9779286926994907,0.8936170212765957,0.84,0.865979381443299,0.9153617810760666,1.0
