fold,model,variant,accuracy,precision,recall,f1,auc,threshold
0,Complement Naive Bayes,base,0.9612837493632196,0.9789473684210527,0.5568862275449101,0.7099236641221374,0.9474414200552126,
0,Complement Naive Bayes,tuned,0.9673968415690269,0.8280254777070064,0.7784431137724551,0.8024691358024691,0.9474414200552126,0.054803964103485134
