fold,model,variant,accuracy,precision,recall,f1,auc,threshold
0,Linear SVM,base,0.9881154499151104,0.967391304347826,0.89,0.9270833333333334,0.9962708719851577,
0,Linear SVM,tuned,0.9779286926994907,0.8135593220338984,0.96,0.8807339449541285,0.9962708719851577,-0.6600509655643939
