fold,model,variant,accuracy,precision,recall,f1,auc,threshold
0,Passive Aggressive,base,0.9913397860417728,0.9464285714285714,0.9520958083832335,0.9492537313432836,0.9946554552365202,
0,Passive Aggressive,tuned,0.9826795720835456,0.8375634517766497,0.9880239520958084,0.9065934065934066,0.9946554552365202,-0.9716906987377322
