fold,model,variant,accuracy,precision,recall,f1,auc,threshold
0,Gaussian Naive Bayes,base,0.9855687606112055,0.9882352941176471,0.84,0.9081081081081082,0.9195361781076067,
0,Gaussian Naive Bayes,tuned,0.9855687606112055,0.9882352941176471,0.84,0.9081081081081082,0.9195361781076067,1.0
